Frequency;[Hz];COH;[a.u.];Phase;[rad]
0.00000000;0.41023949;0.00000000
0.097656250;0.35973525;-0.038759124
0.19531250;0.47114648;-0.26593938
0.29296875;0.40374581;-0.52426845
0.39062500;0.44824128;-0.87116742
0.48828125;0.37031291;-1.0724676
0.58593750;0.35953117;-0.55227363
0.68359375;0.35127858;-0.46658909
0.78125000;0.37778991;-1.1114109
0.87890625;0.37674150;-1.2643294
0.97656250;0.31857841;-1.6575322
1.0742188;0.45797002;-1.7614956
1.1718750;0.31178562;-1.6754359
1.2695313;0.31599118;-1.8487736
1.3671875;0.36715958;-1.8949622
1.4648438;0.31195341;-1.9364679
1.5625000;0.29408352;-2.4206488
1.6601563;0.39553780;-2.2349930
1.7578125;0.41856859;-2.3561907
1.8554688;0.33890061;-2.6013601
1.9531250;0.31825749;-2.8307545
2.0507813;0.18348441;-2.7441101
2.1484375;0.21209533;-2.6037078
2.2460938;0.20410065;2.7329745
2.3437500;0.19650048;2.7376909
2.4414063;0.14434062;2.3954763
2.5390625;0.24926243;1.8680065
2.6367188;0.095517179;2.1538064
2.7343750;0.097816235;-2.7799656
2.8320313;0.041799143;2.1056662
2.9296875;0.21253009;1.9678141
3.0273438;0.15876777;2.2606907
3.1250000;0.20590883;-2.8371742
3.2226563;0.25010817;-3.0303931
3.3203125;0.20321661;2.7421558
3.4179688;0.26700689;1.8449477
3.5156250;0.18278834;1.5799257
3.6132813;0.18792317;1.9110268
3.7109375;0.28136522;2.0523403
3.8085938;0.25773708;1.4777051
3.9062500;0.19381518;1.7573063
4.0039063;0.054903445;-2.3130748
4.1015625;0.24404234;-1.2621274
4.1992188;0.091582726;-1.6573875
4.2968750;0.11005065;-3.0838051
4.3945313;0.10858539;1.7435449
4.4921875;0.22529124;0.38099152
4.5898438;0.26751681;0.52581471
4.6875000;0.15261784;1.8782336
4.7851563;0.035319196;1.8601096
4.8828125;0.036959767;0.63277477
4.9804688;0.036655870;-0.16582216
5.0781250;0.086610407;-1.6487037
5.1757813;0.053275304;-0.58259964
5.2734375;0.18043781;-2.3002865
5.3710938;0.13096014;-1.4700084
5.4687500;0.22414318;-0.61997420
5.5664063;0.21605621;-1.0742092
5.6640625;0.22386122;-2.4421837
5.7617188;0.26324102;-1.5736648
5.8593750;0.23267229;0.058270767
5.9570313;0.080477057;0.37027979
6.0546875;0.15588874;2.8602746
6.1523438;0.079511434;0.15954773
6.2500000;0.032215882;-0.83466661
6.3476563;0.086574584;-0.73063678
6.4453125;0.14887031;-1.7708668
6.5429688;0.11189581;0.59822094
6.6406250;0.083835163;0.32367194
6.7382813;0.12365071;-0.012177635
6.8359375;0.17405306;0.19591244
6.9335938;0.036347894;2.4822884
7.0312500;0.075811809;2.1897869
7.1289063;0.10141102;-1.5578737
7.2265625;0.077428135;-1.2361802
7.3242188;0.10205673;-0.58252972
7.4218750;0.056753102;-1.8285778
7.5195313;0.064622979;3.1198061
7.6171875;0.090087187;-2.4164624
7.7148438;0.089867630;-1.2791164
7.8125000;0.085020474;-0.70399404
7.9101563;0.096400575;0.086065367
8.0078125;0.13467532;0.047163166
8.1054688;0.12539731;0.84824401
8.2031250;0.049569281;0.38824528
8.3007813;0.16700928;-0.18479696
8.3984375;0.18324574;-0.19474705
8.4960938;0.26498335;0.61814249
8.5937500;0.12786941;-0.35690096
8.6914063;0.11673563;-0.95305979
8.7890625;0.14740877;-0.43706656
8.8867188;0.098963406;-0.35972872
8.9843750;0.20385010;-1.4224395
9.0820313;0.34344515;-1.2627921
9.1796875;0.17767295;-0.27058685
9.2773438;0.23686255;-0.28567126
9.3750000;0.20625905;-0.11349011
9.4726563;0.065935422;2.1774988
9.5703125;0.055275056;0.86697483
9.6679688;0.29072173;-0.23033118
9.7656250;0.14244794;-0.52979290
9.8632813;0.063318753;-0.17854853
9.9609375;0.18888088;-0.60753500
10.058594;0.17853491;-0.81411487
10.156250;0.13932485;-1.7197680
10.253906;0.17721042;-1.4478755
10.351563;0.19327505;-0.22339489
10.449219;0.23461323;0.042095982
10.546875;0.17749839;-1.1686186
10.644531;0.11357261;-0.80586857
10.742188;0.10193144;-0.19045959
10.839844;0.087825376;-1.2105293
10.937500;0.044873989;-0.84254116
11.035156;0.17564217;-0.44843626
11.132813;0.25754839;0.10429677
11.230469;0.25868917;0.21887973
11.328125;0.18064333;-0.35791183
11.425781;0.24527647;-0.29274207
11.523438;0.28567301;-0.22676332
11.621094;0.29659739;-0.12122793
11.718750;0.14102654;0.48430523
11.816406;0.18499140;-0.013653636
11.914063;0.36821123;-0.85234380
12.011719;0.25500570;-0.67422736
12.109375;0.17485606;-0.28701025
12.207031;0.21390954;0.044815175
12.304688;0.36358724;-0.28861368
12.402344;0.42712263;-0.31731686
12.500000;0.23318554;-0.61931938
12.597656;0.22083698;-0.99481225
12.695313;0.21820331;0.45922413
12.792969;0.23155270;0.23340571
12.890625;0.22195547;-0.24198620
12.988281;0.19803596;0.24544826
13.085938;0.21376813;-0.13311319
13.183594;0.33419594;-0.24789684
13.281250;0.38094935;-0.13340724
13.378906;0.25944348;-0.047159888
13.476563;0.22952231;0.26256421
13.574219;0.24605182;-0.039424185
13.671875;0.31240167;0.22734044
13.769531;0.35821324;0.042941015
13.867188;0.33928129;-0.17477889
13.964844;0.46483027;0.38144243
14.062500;0.41368899;0.32979968
14.160156;0.40492982;-0.17810525
14.257813;0.37235843;-0.25701150
14.355469;0.40770830;0.012264011
14.453125;0.38100881;0.23984700
14.550781;0.44873145;0.069338836
14.648438;0.39487067;-0.075208485
