Source,CH1,CH2
Second,Volt,Volt
-0.00411840031,0.06200,-0.33600
-0.00411760000,0.06200,-0.33600
-0.00411680000,0.05400,-0.32800
-0.00411600000,0.05600,-0.33600
-0.00411520000,0.05800,-0.33600
-0.00411440000,0.06600,-0.33600
-0.00411360000,0.05600,-0.33600
-0.00411280000,0.05400,-0.33600
-0.00411200000,0.06200,-0.33600
-0.00411120000,0.06200,-0.33600
-0.00411040000,0.06400,-0.33600
-0.00410960000,0.05400,-0.33600
-0.00410880000,0.05800,-0.33600
-0.00410800000,0.06400,-0.33600
-0.00410720000,0.06400,-0.33600
-0.00410640000,0.06200,-0.33600
-0.00410560000,0.05600,-0.33600
-0.00410480000,0.06400,-0.33600
-0.00410400000,0.06400,-0.33600
-0.00410320000,0.06400,-0.33600
-0.00410240000,0.06000,-0.33600
-0.00410160000,0.06400,-0.32800
-0.00410080000,0.07000,-0.33600
-0.00410000000,0.06200,-0.33600
-0.00409920000,0.06200,-0.32800
-0.00409840000,0.06200,-0.33600
-0.00409760000,0.07000,-0.33600
-0.00409680000,0.06600,-0.33600
-0.00409600000,0.06800,-0.32800
-0.00409520000,0.06400,-0.33600
-0.00409440000,0.06800,-0.33600
-0.00409360000,0.07200,-0.33600
-0.00409280000,0.06200,-0.33600
-0.00409200000,0.06400,-0.33600
-0.00409120000,0.06600,-0.33600
-0.00409040000,0.07200,-0.33600
-0.00408960000,0.07000,-0.33600
-0.00408880000,0.06400,-0.32800
-0.00408800000,0.07000,-0.33600
-0.00408720000,0.07000,-0.33600
-0.00408640000,0.07200,-0.33600
-0.00408560000,0.06200,-0.33600
-0.00408480000,0.07000,-0.33600
-0.00408400000,0.07600,-0.33600
-0.00408320000,0.06600,-0.32800
-0.00408240000,0.06800,-0.33600
-0.00408160000,0.07000,-0.33600
-0.00408080000,0.07800,-0.33600
-0.00408000000,0.07200,-0.32800
-0.00407920000,0.07000,-0.32800
-0.00407840000,0.07400,-0.33600
-0.00407760000,0.07600,-0.33600
-0.00407679969,0.07400,-0.32800
-0.00407599969,0.06600,-0.33600
-0.00407519969,0.07600,-0.33600
-0.00407439969,0.07800,-0.32800
-0.00407359969,0.07800,-0.33600
-0.00407280031,0.07000,-0.33600
-0.00407200031,0.07400,-0.33600
-0.00407120031,0.08000,-0.32800
-0.00407040031,0.07400,-0.33600
-0.00406960031,0.07400,-0.33600
-0.00406880031,0.07600,-0.33600
-0.00406800031,0.08400,-0.33600
-0.00406720031,0.07600,-0.33600
-0.00406640031,0.07200,-0.33600
-0.00406560031,0.08000,-0.33600
-0.00406480031,0.07800,-0.33600
-0.00406400031,0.08000,-0.33600
-0.00406320031,0.07200,-0.33600
-0.00406240031,0.08000,-0.33600
-0.00406160031,0.08600,-0.32800
-0.00406080031,0.07600,-0.32800
-0.00406000031,0.07600,-0.33600
-0.00405920031,0.08000,-0.33600
-0.00405840031,0.08400,-0.33600
-0.00405760031,0.07800,-0.32800
-0.00405680031,0.08000,-0.32800
-0.00405600000,0.08400,-0.33600
-0.00405520000,0.08600,-0.32800
-0.00405440000,0.07600,-0.32800
-0.00405360000,0.08000,-0.33600
-0.00405280000,0.08800,-0.33600
-0.00405200000,0.08400,-0.32800
-0.00405120000,0.07800,-0.32800
-0.00405040000,0.07800,-0.33600
-0.00404960000,0.08800,-0.33600
-0.00404880000,0.08600,-0.33600
-0.00404800000,0.07800,-0.33600
-0.00404720000,0.08400,-0.33600
-0.00404640000,0.08800,-0.33600
-0.00404560000,0.08800,-0.32800
-0.00404480000,0.08000,-0.33600
-0.00404400000,0.08400,-0.33600
-0.00404320000,0.08800,-0.33600
-0.00404240000,0.08600,-0.33600
-0.00404160000,0.08600,-0.32800
-0.00404080000,0.08600,-0.32800
-0.00404000000,0.09400,-0.32800
-0.00403920000,0.08600,-0.33600
-0.00403840000,0.08600,-0.32800
-0.00403760000,0.09000,-0.33600
-0.00403680000,0.09200,-0.33600
-0.00403600000,0.08800,-0.33600
-0.00403520000,0.08400,-0.33600
-0.00403440000,0.09400,-0.33600
-0.00403360000,0.08800,-0.33600
-0.00403280000,0.08800,-0.33600
-0.00403200000,0.08600,-0.33600
-0.00403120000,0.09400,-0.33600
-0.00403040000,0.09200,-0.33600
-0.00402960000,0.08400,-0.33600
-0.00402880000,0.09400,-0.33600
-0.00402800000,0.09400,-0.33600
-0.00402720000,0.09000,-0.33600
-0.00402640000,0.08800,-0.33600
-0.00402560000,0.09400,-0.32800
-0.00402480000,0.09400,-0.33600
-0.00402400000,0.08400,-0.33600
-0.00402320000,0.09400,-0.33600
-0.00402240000,0.09400,-0.33600
-0.00402160000,0.09400,-0.33600
-0.00402080000,0.09000,-0.33600
-0.00402000000,0.09400,-0.33600
-0.00401920000,0.09800,-0.33600
-0.00401840000,0.09400,-0.33600
-0.00401760000,0.09200,-0.33600
-0.00401680000,0.09400,-0.33600
-0.00401600000,0.09800,-0.33600
-0.00401519969,0.08800,-0.33600
-0.00401439969,0.09400,-0.32800
-0.00401359969,0.09800,-0.32800
-0.00401279969,0.09800,-0.33600
-0.00401199969,0.09400,-0.32800
-0.00401120031,0.09400,-0.32800
-0.00401040031,0.10200,-0.32800
-0.00400960031,0.09600,-0.33600
-0.00400880031,0.09400,-0.33600
-0.00400800031,0.10000,-0.33600
-0.00400720031,0.10000,-0.33600
-0.00400640031,0.09600,-0.33600
-0.00400560031,0.09200,-0.33600
-0.00400480031,0.10600,-0.33600
-0.00400400031,0.10000,-0.33600
-0.00400320031,0.09600,-0.32800
-0.00400240031,0.09400,-0.33600
-0.00400160031,0.10400,-0.32800
-0.00400080031,0.10200,-0.32800
-0.00400000031,0.09400,-0.33600
-0.00399920031,0.10000,-0.33600
-0.00399840031,0.10600,-0.33600
-0.00399760031,0.10200,-0.32800
-0.00399680031,0.09800,0.34400
-0.00399600031,0.09800,0.34400
-0.00399520000,0.10400,0.34400
-0.00399440000,0.09800,0.34400
-0.00399360000,0.09800,0.34400
-0.00399280000,0.09800,0.34400
-0.00399200000,0.10400,0.34400
-0.00399120000,0.09600,0.34400
-0.00399040000,0.09400,0.34400
-0.00398960000,0.09400,0.33600
-0.00398880000,0.10200,0.34400
-0.00398800000,0.09800,0.34400
-0.00398720000,0.09400,0.34400
-0.00398640000,0.10200,0.33600
-0.00398560000,0.10000,0.34400
-0.00398480000,0.09400,0.33600
-0.00398400000,0.09400,0.33600
-0.00398320000,0.09600,0.34400
-0.00398240000,0.09600,0.34400
-0.00398160000,0.09200,0.33600
-0.00398080000,0.09600,0.33600
-0.00398000000,0.09600,0.34400
-0.00397920000,0.09400,0.33600
-0.00397840000,0.08800,0.34400
-0.00397760000,0.09400,0.33600
-0.00397680000,0.09400,0.33600
-0.00397600000,0.09000,0.33600
-0.00397520000,0.09000,0.34400
-0.00397440000,0.09400,0.33600
-0.00397360000,0.09400,0.34400
-0.00397280000,0.08600,0.34400
-0.00397200000,0.08800,0.33600
-0.00397120000,0.09400,0.34400
-0.00397040000,0.09000,0.33600
-0.00396960000,0.09200,0.34400
-0.00396880000,0.08600,0.34400
-0.00396800000,0.09200,0.33600
-0.00396720000,0.09400,0.34400
-0.00396640000,0.08200,0.33600
-0.00396560000,0.08800,0.34400
-0.00396480000,0.09200,0.33600
-0.00396400000,0.09200,0.33600
-0.00396320000,0.08400,0.33600
-0.00396240000,0.08600,0.34400
-0.00396160000,0.09400,0.34400
-0.00396080000,0.08800,0.33600
-0.00396000000,0.08600,0.33600
-0.00395920000,0.08600,0.33600
-0.00395840000,0.09400,0.34400
-0.00395760000,0.08400,0.33600
-0.00395680000,0.08400,0.33600
-0.00395600000,0.08400,0.34400
-0.00395520000,0.08800,0.34400
-0.00395439969,0.08600,0.34400
-0.00395359969,0.08000,0.33600
-0.00395279969,0.08600,0.34400
-0.00395199969,0.08600,0.33600
-0.00395119969,0.08400,0.34400
-0.00395040031,0.07600,0.34400
-0.00394960031,0.08400,0.34400
-0.00394880031,0.08800,0.33600
-0.00394800031,0.07800,0.33600
-0.00394720031,0.07600,0.33600
-0.00394640031,0.08000,0.33600
-0.00394560031,0.08600,0.34400
-0.00394480031,0.08000,0.34400
-0.00394400031,0.07600,0.34400
-0.00394320031,0.08400,0.33600
-0.00394240031,0.08200,0.33600
-0.00394160031,0.08200,0.33600
-0.00394080031,0.07200,0.34400
-0.00394000031,0.08000,0.33600
-0.00393920031,0.08000,0.33600
-0.00393840031,0.08200,0.33600
-0.00393760031,0.07600,0.34400
-0.00393680031,0.07200,0.34400
-0.00393600031,0.08000,0.34400
-0.00393520031,0.07800,0.34400
-0.00393440000,0.07400,0.34400
-0.00393360000,0.07000,0.33600
-0.00393280000,0.07800,0.33600
-0.00393200000,0.08000,0.33600
-0.00393120000,0.07000,0.33600
-0.00393040000,0.07000,0.33600
-0.00392960000,0.07400,0.33600
-0.00392880000,0.08000,0.33600
-0.00392800000,0.06800,0.34400
-0.00392720000,0.07000,0.34400
-0.00392640000,0.07800,0.33600
-0.00392560000,0.07600,0.34400
-0.00392480000,0.07000,0.33600
-0.00392400000,0.07000,0.33600
