Source,CH1,CH2
Second,Volt,Volt
-0.00262480000,-0.03600,0.33600
-0.00262400000,-0.04400,0.33600
-0.00262320000,-0.03800,0.33600
-0.00262240000,-0.04000,0.33600
-0.00262160000,-0.03000,0.34400
-0.00262080000,-0.04600,0.33600
-0.00262000000,-0.04000,0.33600
-0.00261919984,-0.04000,0.33600
-0.00261839984,-0.03600,0.33600
-0.00261760016,-0.04400,0.33600
-0.00261680016,-0.04400,0.34400
-0.00261600016,-0.03800,0.33600
-0.00261520016,-0.03600,0.34400
-0.00261440016,-0.04600,0.33600
-0.00261360016,-0.04600,0.33600
-0.00261280016,-0.04000,0.33600
-0.00261200016,-0.04000,0.34400
-0.00261120016,-0.04200,0.33600
-0.00261040016,-0.05000,0.33600
-0.00260960016,-0.03800,0.33600
-0.00260880000,-0.04000,0.34400
-0.00260800000,-0.04400,0.33600
-0.00260720000,-0.04800,0.34400
-0.00260640000,-0.04000,0.33600
-0.00260560000,-0.04000,0.33600
-0.00260480000,-0.05000,0.33600
-0.00260400000,-0.04800,0.33600
-0.00260320000,-0.04600,0.33600
-0.00260240000,-0.04200,0.33600
-0.00260160000,-0.05200,0.34400
-0.00260080000,-0.04800,0.33600
-0.00260000000,-0.04800,0.33600
-0.00259920000,-0.04200,0.33600
-0.00259840000,-0.05400,0.34400
-0.00259760000,-0.04800,0.33600
-0.00259680000,-0.04400,0.34400
-0.00259600000,-0.04600,0.34400
-0.00259520000,-0.04800,0.33600
-0.00259440000,-0.05200,0.33600
-0.00259360000,-0.04800,0.33600
-0.00259280000,-0.04800,0.33600
-0.00259200000,-0.04800,0.34400
-0.00259120000,-0.05400,0.34400
-0.00259040000,-0.04600,0.33600
-0.00258960000,-0.05000,0.33600
-0.00258879984,-0.04800,0.33600
-0.00258799984,-0.05600,0.33600
-0.00258720016,-0.05400,0.33600
-0.00258640016,-0.04800,0.34400
-0.00258560016,-0.05400,0.34400
-0.00258480016,-0.05600,0.33600
-0.00258400016,-0.05800,0.33600
-0.00258320016,-0.04200,0.34400
-0.00258240016,-0.05400,0.33600
-0.00258160016,-0.05800,0.33600
-0.00258080016,-0.06200,0.33600
-0.00258000016,-0.05000,0.33600
-0.00257920016,-0.05200,0.33600
-0.00257840000,-0.06000,0.33600
-0.00257760000,-0.06000,0.33600
-0.00257680000,-0.05200,0.33600
-0.00257600000,-0.05400,0.33600
-0.00257520000,-0.06000,0.33600
-0.00257440000,-0.06000,0.33600
-0.00257360000,-0.05600,0.33600
-0.00257280000,-0.05200,0.33600
-0.00257200000,-0.06200,0.33600
-0.00257120000,-0.05800,0.33600
-0.00257040000,-0.06200,0.33600
-0.00256960000,-0.05400,0.33600
-0.00256880000,-0.06000,0.33600
-0.00256800000,-0.06200,0.33600
-0.00256720000,-0.06200,0.33600
-0.00256640000,-0.05400,0.34400
-0.00256560000,-0.05800,0.33600
-0.00256480000,-0.06600,0.33600
-0.00256400000,-0.06200,0.34400
-0.00256320000,-0.05800,0.34400
-0.00256240000,-0.05600,0.33600
-0.00256160000,-0.07000,0.33600
-0.00256080000,-0.06400,0.33600
-0.00256000000,-0.06400,0.33600
-0.00255920000,-0.05600,0.34400
-0.00255840000,-0.06800,0.33600
-0.00255759984,-0.06200,0.33600
-0.00255680016,-0.05800,0.33600
-0.00255600016,-0.06200,0.34400
-0.00255520016,-0.06800,0.33600
-0.00255440016,-0.06800,0.33600
-0.00255360016,-0.05800,0.33600
-0.00255280016,-0.06400,0.34400
-0.00255200016,-0.06600,0.34400
-0.00255120016,-0.07000,0.33600
-0.00255040016,-0.06000,0.33600
-0.00254960016,-0.06400,0.34400
-0.00254880016,-0.06800,0.34400
-0.00254800000,-0.06800,0.33600
-0.00254720000,-0.06200,0.33600
-0.00254640000,-0.06600,0.34400
-0.00254560000,-0.07200,0.33600
-0.00254480000,-0.06800,0.33600
-0.00254400000,-0.06400,0.33600
-0.00254320000,-0.06400,0.34400
-0.00254240000,-0.07400,0.34400
-0.00254160000,-0.07000,0.33600
-0.00254080000,-0.06800,0.33600
-0.00254000000,-0.07000,0.34400
-0.00253920000,-0.07200,0.33600
-0.00253840000,-0.07200,0.33600
-0.00253760000,-0.06400,0.34400
-0.00253680000,-0.06800,0.33600
-0.00253600000,-0.07200,0.34400
-0.00253520000,-0.07400,0.33600
-0.00253440000,-0.07000,0.33600
-0.00253360000,-0.07000,0.33600
-0.00253280000,-0.07000,0.33600
-0.00253200000,-0.07800,0.33600
-0.00253120000,-0.07200,0.34400
-0.00253040000,-0.06800,0.34400
-0.00252960000,-0.07200,0.34400
-0.00252880000,-0.08200,0.33600
-0.00252800000,-0.07200,0.33600
-0.00252719984,-0.07200,0.33600
-0.00252640016,-0.07600,0.33600
-0.00252560016,-0.08000,0.33600
-0.00252480016,-0.07600,0.33600
-0.00252400016,-0.06800,0.34400
-0.00252320016,-0.07800,0.33600
-0.00252240016,-0.07800,0.34400
-0.00252160016,-0.07800,0.33600
-0.00252080016,-0.06800,0.33600
-0.00252000016,-0.08000,0.33600
-0.00251920016,-0.08000,0.33600
-0.00251840016,-0.07600,0.34400
-0.00251760016,-0.07200,0.33600
-0.00251680000,-0.08000,0.34400
-0.00251600000,-0.08200,0.34400
-0.00251520000,-0.07800,0.34400
-0.00251440000,-0.07600,0.34400
-0.00251360000,-0.07600,0.33600
-0.00251280000,-0.08400,0.34400
-0.00251200000,-0.08000,0.33600
-0.00251120000,-0.07600,0.33600
-0.00251040000,-0.07800,0.34400
-0.00250960000,-0.08600,0.34400
-0.00250880000,-0.08200,0.34400
-0.00250800000,-0.07800,0.33600
-0.00250720000,-0.08200,0.33600
-0.00250640000,-0.08400,0.34400
-0.00250560000,-0.08600,0.33600
-0.00250480000,-0.08000,0.33600
-0.00250400000,-0.08400,0.34400
-0.00250320000,-0.08000,0.33600
-0.00250240000,-0.09200,0.33600
-0.00250160000,-0.07800,0.33600
-0.00250080000,-0.08600,0.33600
-0.00250000000,-0.08600,0.34400
-0.00249920000,-0.08800,0.33600
-0.00249840000,-0.08000,-0.33600
-0.00249760000,-0.08000,-0.33600
-0.00249679984,-0.08600,-0.33600
-0.00249599984,-0.08600,-0.33600
-0.00249520016,-0.08000,-0.33600
-0.00249440016,-0.08000,-0.33600
-0.00249360016,-0.08600,-0.33600
-0.00249280016,-0.08600,-0.33600
-0.00249200016,-0.07800,-0.33600
-0.00249120016,-0.07800,-0.33600
-0.00249040016,-0.08600,-0.33600
-0.00248960016,-0.08200,-0.33600
-0.00248880016,-0.07800,-0.33600
-0.00248800016,-0.07600,-0.33600
-0.00248720016,-0.08600,-0.33600
-0.00248640000,-0.08200,-0.33600
-0.00248560000,-0.07200,-0.33600
-0.00248480000,-0.08000,-0.33600
-0.00248400000,-0.08000,-0.33600
-0.00248320000,-0.08400,-0.33600
-0.00248240000,-0.07000,-0.33600
-0.00248160000,-0.07600,-0.33600
-0.00248080000,-0.07800,-0.33600
-0.00248000000,-0.08400,-0.33600
-0.00247920000,-0.07200,-0.33600
-0.00247840000,-0.07600,-0.33600
-0.00247760000,-0.07400,-0.33600
-0.00247680000,-0.08000,-0.33600
-0.00247600000,-0.07200,-0.32800
-0.00247520000,-0.07200,-0.32800
-0.00247440000,-0.07400,-0.33600
-0.00247360000,-0.07600,-0.33600
-0.00247280000,-0.07600,-0.32800
-0.00247200000,-0.07000,-0.33600
-0.00247120000,-0.07200,-0.33600
-0.00247040000,-0.07000,-0.33600
-0.00246960000,-0.07600,-0.32800
-0.00246880000,-0.07000,-0.32800
-0.00246800000,-0.07200,-0.33600
-0.00246720000,-0.07200,-0.33600
-0.00246639984,-0.07400,-0.33600
-0.00246559984,-0.07000,-0.33600
-0.00246480016,-0.06200,-0.33600
-0.00246400016,-0.07200,-0.33600
-0.00246320016,-0.07000,-0.33600
-0.00246240016,-0.07200,-0.32800
-0.00246160016,-0.06200,-0.33600
-0.00246080016,-0.07400,-0.33600
-0.00246000016,-0.07000,-0.33600
-0.00245920016,-0.07000,-0.32800
-0.00245840016,-0.06400,-0.33600
-0.00245760016,-0.06800,-0.33600
-0.00245680016,-0.07000,-0.32800
-0.00245600000,-0.06800,-0.33600
-0.00245520000,-0.06000,-0.32800
-0.00245440000,-0.06800,-0.32800
-0.00245360000,-0.07200,-0.32800
-0.00245280000,-0.06600,-0.33600
-0.00245200000,-0.06400,-0.33600
-0.00245120000,-0.06000,-0.33600
-0.00245040000,-0.07000,-0.32800
-0.00244960000,-0.06400,-0.33600
-0.00244880000,-0.06000,-0.33600
-0.00244800000,-0.06000,-0.33600
-0.00244720000,-0.07000,-0.33600
-0.00244640000,-0.06600,-0.33600
-0.00244560000,-0.05800,-0.33600
-0.00244480000,-0.06200,-0.33600
-0.00244400000,-0.06200,-0.33600
-0.00244320000,-0.06800,-0.33600
-0.00244240000,-0.05800,-0.33600
-0.00244160000,-0.05800,-0.33600
-0.00244080000,-0.06000,-0.33600
-0.00244000000,-0.06400,-0.33600
-0.00243920000,-0.05400,-0.33600
-0.00243840000,-0.06000,-0.32800
-0.00243760000,-0.05800,-0.33600
-0.00243680000,-0.06400,-0.32800
-0.00243600000,-0.05600,-0.33600
-0.00243519984,-0.05000,-0.33600
-0.00243440016,-0.05800,-0.33600
-0.00243360016,-0.06200,-0.32800
-0.00243280016,-0.06000,-0.33600
-0.00243200016,-0.05200,-0.33600
-0.00243120016,-0.05800,-0.33600
-0.00243040016,-0.06000,-0.33600
-0.00242960016,-0.06200,-0.32800
-0.00242880016,-0.04800,-0.33600
-0.00242800016,-0.05400,-0.33600
-0.00242720016,-0.05800,-0.32800
-0.00242640016,-0.06000,-0.33600
-0.00242560000,-0.05600,-0.33600
-0.00242480000,-0.04800,-0.33600
-0.00242400000,-0.05800,-0.33600
-0.00242320000,-0.05400,-0.33600
-0.00242240000,-0.05800,-0.33600
-0.00242160000,-0.04600,-0.33600
-0.00242080000,-0.05400,-0.32800
-0.00242000000,-0.05600,-0.33600
-0.00241920000,-0.05800,-0.32800
-0.00241840000,-0.04600,-0.33600
-0.00241760000,-0.05200,-0.33600
-0.00241680000,-0.05000,-0.33600
-0.00241600000,-0.05800,-0.33600
-0.00241520000,-0.04800,-0.32800
-0.00241440000,-0.04400,-0.33600
-0.00241360000,-0.05600,-0.33600
-0.00241280000,-0.05400,-0.33600
-0.00241200000,-0.05200,-0.33600
-0.00241120000,-0.04200,-0.33600
-0.00241040000,-0.05200,-0.33600
-0.00240960000,-0.05000,-0.33600
-0.00240880000,-0.05000,-0.33600
-0.00240800000,-0.04200,-0.33600
-0.00240720000,-0.05000,-0.33600
-0.00240640000,-0.04800,-0.33600
-0.00240560000,-0.04800,-0.33600
-0.00240479984,-0.04400,-0.33600
-0.00240400016,-0.04400,-0.32800
-0.00240320016,-0.05000,-0.33600
-0.00240240016,-0.04600,-0.33600
-0.00240160016,-0.04800,-0.32800
-0.00240080016,-0.04000,-0.33600
-0.00240000016,-0.04600,-0.33600
-0.00239920016,-0.04800,-0.33600
-0.00239840016,-0.04400,-0.33600
-0.00239760016,-0.03800,-0.33600
-0.00239680016,-0.04400,-0.33600
-0.00239600016,-0.04800,-0.32800
-0.00239520000,-0.04200,-0.33600
-0.00239440000,-0.03800,-0.33600
-0.00239360000,-0.03800,-0.32800
-0.00239280000,-0.04800,-0.33600
-0.00239200000,-0.04200,-0.33600
-0.00239120000,-0.04000,-0.33600
-0.00239040000,-0.03800,-0.33600
-0.00238960000,-0.04600,-0.32800
-0.00238880000,-0.03800,-0.33600
-0.00238800000,-0.03800,-0.32800
-0.00238720000,-0.04200,-0.33600
-0.00238640000,-0.04200,-0.33600
-0.00238560000,-0.04400,-0.33600
-0.00238480000,-0.03000,-0.33600
-0.00238400000,-0.04000,-0.33600
-0.00238320000,-0.04000,-0.33600
-0.00238240000,-0.04000,-0.33600
-0.00238160000,-0.03000,-0.33600
-0.00238080000,-0.03800,-0.33600
-0.00238000000,-0.04000,-0.33600
-0.00237920000,-0.04200,-0.33600
-0.00237840000,-0.03000,-0.33600
-0.00237760000,-0.03600,-0.33600
-0.00237680000,-0.03800,-0.33600
-0.00237600000,-0.04000,-0.33600
-0.00237520000,-0.03200,-0.33600
-0.00237439984,-0.03400,-0.33600
-0.00237359984,-0.04000,-0.33600
-0.00237280016,-0.03600,-0.33600
-0.00237200016,-0.03600,-0.33600
-0.00237120016,-0.02800,-0.33600
-0.00237040016,-0.03800,-0.33600
-0.00236960016,-0.03200,-0.33600
-0.00236880016,-0.03400,-0.33600
-0.00236800016,-0.03000,-0.33600
-0.00236720016,-0.03200,-0.32800
-0.00236640016,-0.03600,-0.33600
-0.00236560016,-0.03400,-0.33600
-0.00236480016,-0.03000,-0.33600
-0.00236400000,-0.02800,-0.33600
-0.00236320000,-0.03600,-0.33600
-0.00236240000,-0.03000,-0.32800
-0.00236160000,-0.03000,-0.33600
-0.00236080000,-0.02800,-0.33600
-0.00236000000,-0.03200,-0.33600
-0.00235920000,-0.03000,-0.33600
-0.00235840000,-0.03000,-0.33600
-0.00235760000,-0.02600,-0.33600
-0.00235680000,-0.03000,-0.32800
-0.00235600000,-0.03400,-0.32800
-0.00235520000,-0.02400,-0.33600
-0.00235440000,-0.02600,-0.33600
-0.00235360000,-0.02800,-0.33600
-0.00235280000,-0.03400,-0.33600
-0.00235200000,-0.02200,-0.33600
-0.00235120000,-0.02600,-0.33600
-0.00235040000,-0.02600,-0.33600
-0.00234960000,-0.03000,-0.33600
-0.00234880000,-0.02600,-0.32800
-0.00234800000,-0.02200,-0.33600
-0.00234720000,-0.02400,-0.33600
-0.00234640000,-0.03000,-0.33600
-0.00234560000,-0.02600,-0.33600
-0.00234480000,-0.02000,-0.33600
-0.00234399984,-0.02600,-0.33600
-0.00234319984,-0.02600,-0.33600
-0.00234240016,-0.02800,-0.33600
-0.00234160016,-0.01800,-0.33600
-0.00234080016,-0.02800,-0.33600
-0.00234000016,-0.02600,-0.33600
-0.00233920016,-0.02400,-0.32800
-0.00233840016,-0.01800,-0.33600
-0.00233760016,-0.02200,-0.33600
-0.00233680016,-0.02800,-0.33600
-0.00233600016,-0.02000,-0.33600
-0.00233520016,-0.01800,-0.33600
-0.00233440016,-0.02200,-0.33600
-0.00233360000,-0.02600,-0.32800
-0.00233280000,-0.02000,-0.33600
-0.00233200000,-0.01800,-0.33600
-0.00233120000,-0.02000,-0.33600
-0.00233040000,-0.02400,-0.33600
-0.00232960000,-0.01800,-0.32800
-0.00232880000,-0.01600,-0.32800
-0.00232800000,-0.01800,-0.32800
-0.00232720000,-0.02200,-0.32800
-0.00232640000,-0.02000,-0.33600
-0.00232560000,-0.01400,-0.32800
-0.00232480000,-0.01800,-0.33600
-0.00232400000,-0.02000,-0.33600
-0.00232320000,-0.02200,-0.33600
-0.00232240000,-0.00800,-0.33600
-0.00232160000,-0.01600,-0.33600
-0.00232080000,-0.01600,-0.33600
-0.00232000000,-0.02400,-0.33600
-0.00231920000,-0.01400,-0.33600
-0.00231840000,-0.01200,-0.33600
-0.00231760000,-0.01400,-0.33600
-0.00231680000,-0.02000,-0.33600
-0.00231600000,-0.01200,-0.33600
-0.00231520000,-0.00800,-0.33600
-0.00231440000,-0.01200,-0.33600
-0.00231359984,-0.01400,-0.32800
-0.00231279984,-0.01800,-0.33600
-0.00231200016,-0.00600,-0.32800
-0.00231120016,-0.01400,-0.33600
-0.00231040016,-0.01600,-0.33600
-0.00230960016,-0.01400,-0.33600
-0.00230880016,-0.00400,-0.32800
-0.00230800016,-0.01400,-0.33600
-0.00230720016,-0.01200,-0.33600
-0.00230640016,-0.01200,-0.33600
-0.00230560016,-0.00600,-0.33600
-0.00230480016,-0.00800,-0.33600
-0.00230400016,-0.01200,-0.33600
-0.00230320000,-0.00800,-0.33600
-0.00230240000,-0.00600,-0.33600
-0.00230160000,-0.00400,-0.32800
-0.00230080000,-0.01200,-0.33600
-0.00230000000,-0.00800,-0.33600
-0.00229920000,-0.00800,-0.32800
-0.00229840000,-0.00400,-0.33600
-0.00229760000,-0.00800,-0.33600
-0.00229680000,-0.01200,-0.33600
-0.00229600000,-0.00600,-0.33600
-0.00229520000,-0.00200,-0.33600
-0.00229440000,-0.00600,-0.33600
-0.00229360000,-0.01000,-0.33600
-0.00229280000,-0.00200,-0.32800
-0.00229200000,-0.00200,-0.33600
-0.00229120000,-0.00400,-0.32800
-0.00229040000,-0.01200,-0.33600
-0.00228960000,0.00,-0.32800
-0.00228880000,0.00,-0.32800
-0.00228800000,-0.00200,-0.33600
-0.00228720000,-0.01200,-0.33600
-0.00228640000,0.00200,-0.33600
-0.00228560000,0.00,-0.33600
-0.00228480000,-0.00200,-0.33600
-0.00228400000,-0.00600,-0.32800
-0.00228320000,-0.00200,-0.33600
-0.00228239984,0.00600,-0.32800
-0.00228159984,-0.00400,-0.32800
-0.00228080016,-0.00200,-0.32800
-0.00228000016,-0.00600,-0.33600
-0.00227920016,0.00600,-0.32800
-0.00227840016,0.00,-0.32800
-0.00227760016,-0.00200,-0.33600
-0.00227680016,-0.00200,-0.33600
-0.00227600016,0.00600,-0.33600
-0.00227520016,0.00600,-0.32800
-0.00227440016,-0.00200,-0.32800
-0.00227360016,0.00,-0.32800
-0.00227280000,0.00200,-0.32800
-0.00227200000,0.00800,-0.33600
-0.00227120000,0.00,-0.32800
-0.00227040000,0.00,-0.33600
-0.00226960000,0.00200,-0.33600
-0.00226880000,0.01400,-0.33600
-0.00226800000,0.00200,-0.33600
-0.00226720000,0.00200,-0.33600
-0.00226640000,0.00,-0.33600
-0.00226560000,0.00800,-0.33600
-0.00226480000,0.00800,-0.32800
-0.00226400000,0.00800,-0.32800
-0.00226320000,0.00,-0.32800
-0.00226240000,0.01200,-0.33600
-0.00226160000,0.00800,-0.33600
-0.00226080000,0.00800,-0.33600
-0.00226000000,0.00200,-0.33600
-0.00225920000,0.00600,-0.33600
-0.00225840000,0.01000,-0.33600
-0.00225760000,0.01000,-0.32800
-0.00225680000,0.00800,-0.32800
-0.00225600000,0.00200,-0.33600
-0.00225520000,0.01400,-0.33600
-0.00225440000,0.01600,-0.33600
-0.00225360000,0.00800,-0.32800
-0.00225280000,0.00800,-0.33600
-0.00225199984,0.00800,-0.33600
-0.00225119984,0.02000,-0.33600
-0.00225040016,0.00800,-0.33600
-0.00224960016,0.00800,-0.32800
-0.00224880016,0.00600,-0.33600
-0.00224800016,0.02000,-0.33600
-0.00224720016,0.01400,-0.33600
-0.00224640016,0.00800,-0.32800
-0.00224560016,0.01200,-0.32800
-0.00224480016,0.01200,-0.33600
-0.00224400016,0.01800,-0.33600
-0.00224320016,0.01200,-0.33600
-0.00224240000,0.01400,-0.33600
-0.00224160000,0.01400,-0.32800
-0.00224080000,0.01800,-0.33600
-0.00224000000,0.01800,-0.33600
-0.00223920000,0.01600,-0.32800
-0.00223840000,0.01400,-0.33600
-0.00223760000,0.01800,-0.33600
-0.00223680000,0.02000,-0.33600
-0.00223600000,0.01600,-0.33600
-0.00223520000,0.01400,-0.33600
-0.00223440000,0.01800,-0.33600
-0.00223360000,0.02200,-0.33600
-0.00223280000,0.01800,-0.32800
-0.00223200000,0.01400,-0.32800
-0.00223120000,0.01600,-0.33600
-0.00223040000,0.02600,-0.33600
-0.00222960000,0.01800,-0.33600
-0.00222880000,0.01800,-0.33600
-0.00222800000,0.01800,-0.33600
-0.00222720000,0.03000,-0.33600
-0.00222640000,0.01800,-0.33600
-0.00222560000,0.01800,-0.33600
-0.00222480000,0.01600,-0.33600
-0.00222400000,0.02600,-0.32800
-0.00222320000,0.02000,-0.33600
-0.00222240000,0.02200,-0.32800
-0.00222159984,0.01800,-0.33600
-0.00222079984,0.02400,-0.32800
-0.00222000016,0.02800,-0.33600
-0.00221920016,0.02400,-0.32800
-0.00221840016,0.02200,-0.33600
-0.00221760016,0.02000,-0.33600
-0.00221680016,0.02400,-0.33600
-0.00221600016,0.03000,-0.33600
-0.00221520016,0.02400,-0.33600
-0.00221440016,0.02200,-0.33600
-0.00221360016,0.02400,-0.33600
-0.00221280016,0.03200,-0.32800
-0.00221200016,0.02400,-0.32800
-0.00221120000,0.02400,-0.33600
-0.00221040000,0.02000,-0.33600
-0.00220960000,0.03200,-0.33600
-0.00220880000,0.02800,-0.32800
-0.00220800000,0.02600,-0.33600
-0.00220720000,0.02000,-0.32800
-0.00220640000,0.03000,-0.32800
-0.00220560000,0.03200,-0.32800
-0.00220480000,0.03200,-0.32800
-0.00220400000,0.02600,-0.33600
-0.00220320000,0.02800,-0.33600
-0.00220240000,0.03200,-0.33600
-0.00220160000,0.03000,-0.33600
-0.00220080000,0.03200,-0.33600
-0.00220000000,0.02400,-0.33600
-0.00219920000,0.03400,-0.32800
-0.00219840000,0.03200,-0.32800
-0.00219760000,0.03000,-0.33600
-0.00219680000,0.02800,-0.32800
-0.00219600000,0.03200,-0.33600
-0.00219520000,0.03800,-0.32800
-0.00219440000,0.02800,-0.33600
-0.00219360000,0.03200,-0.33600
-0.00219280000,0.03000,-0.33600
-0.00219200000,0.03600,-0.33600
-0.00219119984,0.03200,-0.33600
-0.00219039984,0.03200,-0.32800
-0.00218960016,0.02600,-0.33600
-0.00218880016,0.04000,-0.33600
-0.00218800016,0.03200,-0.32800
-0.00218720016,0.03200,-0.33600
-0.00218640016,0.03000,-0.33600
-0.00218560016,0.03800,-0.33600
-0.00218480016,0.03800,-0.33600
-0.00218400016,0.03200,-0.33600
-0.00218320016,0.03200,-0.32800
-0.00218240016,0.03600,-0.33600
-0.00218160016,0.04200,-0.33600
-0.00218080000,0.03200,-0.33600
-0.00218000000,0.03200,-0.33600
-0.00217920000,0.03600,-0.33600
-0.00217840000,0.04200,-0.33600
-0.00217760000,0.03600,-0.32800
-0.00217680000,0.03400,-0.32800
-0.00217600000,0.03600,-0.33600
-0.00217520000,0.04000,-0.33600
-0.00217440000,0.04200,-0.33600
-0.00217360000,0.03200,-0.33600
-0.00217280000,0.03800,-0.33600
-0.00217200000,0.04000,-0.33600
-0.00217120000,0.04800,-0.33600
-0.00217040000,0.03200,-0.33600
-0.00216960000,0.03800,-0.33600
-0.00216880000,0.03800,-0.33600
-0.00216800000,0.04800,-0.33600
-0.00216720000,0.03800,-0.32800
-0.00216640000,0.03800,-0.33600
-0.00216560000,0.04400,-0.33600
-0.00216480000,0.04400,-0.32800
-0.00216400000,0.04000,-0.33600
-0.00216320000,0.03600,-0.32800
-0.00216240000,0.04400,-0.33600
-0.00216160000,0.04400,-0.33600
-0.00216080000,0.04600,-0.33600
-0.00215999984,0.04000,-0.33600
-0.00215919984,0.04000,-0.33600
-0.00215840016,0.04400,-0.33600
-0.00215760016,0.05000,-0.33600
-0.00215680016,0.04000,-0.32800
-0.00215600016,0.04000,-0.33600
-0.00215520016,0.04400,-0.32800
-0.00215440016,0.05200,-0.33600
-0.00215360016,0.04800,-0.33600
-0.00215280016,0.04000,-0.33600
-0.00215200016,0.04600,-0.33600
-0.00215120016,0.05000,-0.33600
-0.00215040000,0.04800,-0.32800
-0.00214960000,0.04400,-0.33600
-0.00214880000,0.04400,-0.33600
-0.00214800000,0.05200,-0.33600
-0.00214720000,0.04800,-0.32800
-0.00214640000,0.04400,-0.33600
-0.00214560000,0.04800,-0.33600
-0.00214480000,0.05200,-0.33600
-0.00214400000,0.05400,-0.33600
-0.00214320000,0.04600,-0.33600
-0.00214240000,0.04600,-0.33600
-0.00214160000,0.05400,-0.33600
-0.00214080000,0.05200,-0.33600
-0.00214000000,0.05200,-0.33600
-0.00213920000,0.04600,-0.33600
-0.00213840000,0.05400,-0.33600
-0.00213760000,0.05400,-0.33600
-0.00213680000,0.05400,-0.33600
-0.00213600000,0.04400,-0.33600
-0.00213520000,0.05600,-0.32800
-0.00213440000,0.05600,-0.32800
-0.00213360000,0.05600,-0.32800
-0.00213280000,0.04600,-0.33600
-0.00213200000,0.05400,-0.33600
-0.00213120000,0.05600,-0.33600
-0.00213040000,0.05400,-0.33600
-0.00212959984,0.05200,-0.33600
-0.00212879984,0.05200,-0.33600
-0.00212800016,0.06200,-0.33600
-0.00212720016,0.05400,-0.33600
-0.00212640016,0.05200,-0.33600
-0.00212560016,0.05400,-0.33600
-0.00212480016,0.06000,-0.33600
-0.00212400016,0.05600,-0.32800
-0.00212320016,0.05600,-0.33600
-0.00212240016,0.05400,-0.33600
-0.00212160016,0.06200,-0.32800
-0.00212080016,0.06400,-0.33600
-0.00212000000,0.05400,-0.33600
-0.00211920000,0.05600,-0.32800
-0.00211840000,0.05800,-0.33600
-0.00211760000,0.06800,-0.33600
-0.00211680000,0.05600,-0.33600
-0.00211600000,0.05800,-0.33600
-0.00211520000,0.05600,-0.33600
-0.00211440000,0.06800,-0.32800
-0.00211360000,0.06000,-0.32800
-0.00211280000,0.05800,-0.33600
-0.00211200000,0.06200,-0.33600
-0.00211120000,0.06600,-0.33600
-0.00211040000,0.06200,-0.32800
-0.00210960000,0.05600,-0.33600
-0.00210880000,0.06400,-0.33600
-0.00210800000,0.06200,-0.33600
-0.00210720000,0.06600,-0.33600
-0.00210640000,0.06000,-0.33600
-0.00210560000,0.06000,-0.33600
-0.00210480000,0.06200,-0.32800
-0.00210400000,0.07000,-0.33600
-0.00210320000,0.06200,-0.32800
-0.00210240000,0.06200,-0.33600
-0.00210160000,0.06400,-0.33600
-0.00210080000,0.07000,-0.33600
-0.00210000000,0.07200,-0.33600
-0.00209919984,0.05800,-0.33600
-0.00209839984,0.06200,-0.33600
-0.00209760016,0.06800,-0.32800
-0.00209680016,0.07200,-0.33600
-0.00209600016,0.06200,-0.33600
-0.00209520016,0.06800,-0.32800
-0.00209440016,0.06600,-0.32800
-0.00209360016,0.07400,-0.33600
-0.00209280016,0.06800,-0.32800
-0.00209200016,0.06400,-0.32800
-0.00209120016,0.07000,-0.33600
-0.00209040016,0.07000,-0.33600
-0.00208960016,0.07200,-0.32800
-0.00208880000,0.06400,-0.33600
-0.00208800000,0.07000,-0.33600
-0.00208720000,0.06400,-0.33600
-0.00208640000,0.07800,-0.33600
-0.00208560000,0.06600,-0.33600
-0.00208480000,0.07000,-0.32800
-0.00208400000,0.07000,-0.33600
-0.00208320000,0.07800,-0.33600
-0.00208240000,0.07000,-0.32800
-0.00208160000,0.06800,-0.32800
-0.00208080000,0.07000,-0.33600
-0.00208000000,0.07600,-0.32800
-0.00207920000,0.07800,-0.33600
-0.00207840000,0.06800,-0.33600
-0.00207760000,0.07200,-0.33600
-0.00207680000,0.07400,-0.32800
-0.00207600000,0.08000,-0.32800
-0.00207520000,0.07200,-0.33600
-0.00207440000,0.07200,-0.33600
-0.00207360000,0.07400,-0.33600
-0.00207280000,0.08000,-0.33600
-0.00207200000,0.07800,-0.33600
-0.00207120000,0.07400,-0.33600
-0.00207040000,0.07200,-0.33600
-0.00206960000,0.08000,-0.33600
-0.00206879984,0.08200,-0.33600
-0.00206799984,0.07400,-0.32800
-0.00206719984,0.07600,-0.33600
-0.00206640016,0.07400,-0.33600
-0.00206560016,0.08400,-0.33600
-0.00206480016,0.07800,-0.33600
-0.00206400016,0.07800,-0.33600
-0.00206320016,0.07600,-0.33600
-0.00206240016,0.08200,-0.33600
-0.00206160016,0.08200,-0.33600
-0.00206080016,0.08000,-0.32800
-0.00206000016,0.08000,-0.33600
-0.00205920016,0.07800,-0.33600
-0.00205840000,0.08600,-0.33600
-0.00205760000,0.08400,-0.33600
-0.00205680000,0.08400,-0.32800
-0.00205600000,0.07200,-0.33600
-0.00205520000,0.08200,-0.33600
-0.00205440000,0.08600,-0.33600
-0.00205360000,0.08800,-0.33600
-0.00205280000,0.07800,-0.33600
-0.00205200000,0.08000,-0.33600
-0.00205120000,0.08400,-0.33600
-0.00205040000,0.08600,-0.33600
-0.00204960000,0.08600,-0.32800
-0.00204880000,0.08000,-0.33600
