x-axis,1
second,Volt
-8.8750E-03,+2.4163630E+00
-8.8650E-03,+2.3962625E+00
-8.8550E-03,+2.3761620E+00
-8.8450E-03,+2.3560615E+00
-8.8350E-03,+2.3158605E+00
-8.8250E-03,+2.3158605E+00
-8.8150E-03,+2.2756595E+00
-8.8050E-03,+2.2756595E+00
-8.7950E-03,+2.2555590E+00
-8.7850E-03,+2.2354585E+00
-8.7750E-03,+2.2354585E+00
-8.7650E-03,+2.2153580E+00
-8.7550E-03,+2.1952575E+00
-8.7450E-03,+2.1751570E+00
-8.7350E-03,+2.1751570E+00
-8.7250E-03,+2.1751570E+00
-8.7150E-03,+2.1751570E+00
-8.7050E-03,+2.1751570E+00
-8.6950E-03,+2.1751570E+00
-8.6850E-03,+2.1751570E+00
-8.6750E-03,+2.1751570E+00
-8.6650E-03,+2.1952575E+00
-8.6550E-03,+2.1952575E+00
-8.6450E-03,+2.1952575E+00
-8.6350E-03,+2.2153580E+00
-8.6250E-03,+2.2153580E+00
-8.6150E-03,+2.2354585E+00
-8.6050E-03,+2.2555590E+00
-8.5950E-03,+2.2756595E+00
-8.5850E-03,+2.2957600E+00
-8.5750E-03,+2.2957600E+00
-8.5650E-03,+2.3158605E+00
-8.5550E-03,+2.3359610E+00
-8.5450E-03,+2.3560615E+00
-8.5350E-03,+2.3761620E+00
-8.5250E-03,+2.4163630E+00
-8.5150E-03,+2.4364635E+00
-8.5050E-03,+2.4565640E+00
-8.4950E-03,+2.4766645E+00
-8.4850E-03,+2.4967650E+00
-8.4750E-03,+2.5369660E+00
-8.4650E-03,+2.5570665E+00
-8.4550E-03,+2.5771670E+00
-8.4450E-03,+2.6173680E+00
-8.4350E-03,+2.6173680E+00
-8.4250E-03,+2.6374685E+00
-8.4150E-03,+2.6575690E+00
-8.4050E-03,+2.6977700E+00
-8.3950E-03,+2.7178705E+00
-8.3850E-03,+2.7379710E+00
-8.3750E-03,+2.7580716E+00
-8.3650E-03,+2.7781721E+00
-8.3550E-03,+2.7982726E+00
-8.3450E-03,+2.8183731E+00
-8.3350E-03,+2.8384736E+00
-8.3250E-03,+2.8585741E+00
-8.3150E-03,+2.8585741E+00
-8.3050E-03,+2.8786746E+00
-8.2950E-03,+2.8786746E+00
-8.2850E-03,+2.8987751E+00
-8.2750E-03,+2.8987751E+00
-8.2650E-03,+2.8987751E+00
-8.2550E-03,+2.8987751E+00
-8.2450E-03,+2.9188756E+00
-8.2350E-03,+2.9188756E+00
-8.2250E-03,+2.9188756E+00
-8.2150E-03,+2.9188756E+00
-8.2050E-03,+2.8987751E+00
-8.1950E-03,+2.8987751E+00
-8.1850E-03,+2.8786746E+00
-8.1750E-03,+2.8786746E+00
-8.1650E-03,+2.8786746E+00
-8.1550E-03,+2.8585741E+00
-8.1450E-03,+2.8384736E+00
-8.1350E-03,+2.8384736E+00
-8.1250E-03,+2.8183731E+00
-8.1150E-03,+2.7982726E+00
-8.1050E-03,+2.7781721E+00
-8.0950E-03,+2.7580716E+00
-8.0850E-03,+2.7379710E+00
-8.0750E-03,+2.7178705E+00
-8.0650E-03,+2.6977700E+00
-8.0550E-03,+2.6575690E+00
-8.0450E-03,+2.6575690E+00
-8.0350E-03,+2.6173680E+00
-8.0250E-03,+2.5972675E+00
-8.0150E-03,+2.5972675E+00
-8.0050E-03,+2.5369660E+00
-7.9950E-03,+2.5369660E+00
-7.9850E-03,+2.4967650E+00
-7.9750E-03,+2.4766645E+00
-7.9650E-03,+2.4565640E+00
-7.9550E-03,+2.4364635E+00
-7.9450E-03,+2.4163630E+00
-7.9350E-03,+2.3761620E+00
-7.9250E-03,+2.3761620E+00
-7.9150E-03,+2.3359610E+00
-7.9050E-03,+2.3158605E+00
-7.8950E-03,+2.3158605E+00
-7.8850E-03,+2.2756595E+00
-7.8750E-03,+2.2756595E+00
-7.8650E-03,+2.2354585E+00
-7.8550E-03,+2.2354585E+00
-7.8450E-03,+2.2153580E+00
-7.8350E-03,+2.2153580E+00
-7.8250E-03,+2.1952575E+00
-7.8150E-03,+2.1952575E+00
-7.8050E-03,+2.1751570E+00
-7.7950E-03,+2.1751570E+00
-7.7850E-03,+2.1751570E+00
-7.7750E-03,+2.1751570E+00
-7.7650E-03,+2.1751570E+00
-7.7550E-03,+2.1751570E+00
-7.7450E-03,+2.1751570E+00
-7.7350E-03,+2.1751570E+00
-7.7250E-03,+2.1952575E+00
-7.7150E-03,+2.1952575E+00
-7.7050E-03,+2.1952575E+00
-7.6950E-03,+2.2153580E+00
-7.6850E-03,+2.2153580E+00
-7.6750E-03,+2.2354585E+00
-7.6650E-03,+2.2555590E+00
-7.6550E-03,+2.2756595E+00
-7.6450E-03,+2.2756595E+00
-7.6350E-03,+2.2957600E+00
-7.6250E-03,+2.3158605E+00
-7.6150E-03,+2.3560615E+00
-7.6050E-03,+2.3560615E+00
-7.5950E-03,+2.3962625E+00
-7.5850E-03,+2.4163630E+00
-7.5750E-03,+2.4364635E+00
-7.5650E-03,+2.4565640E+00
-7.5550E-03,+2.4766645E+00
-7.5450E-03,+2.5168655E+00
-7.5350E-03,+2.5168655E+00
-7.5250E-03,+2.5570665E+00
-7.5150E-03,+2.5771670E+00
-7.5050E-03,+2.5972675E+00
-7.4950E-03,+2.6173680E+00
-7.4850E-03,+2.6575690E+00
-7.4750E-03,+2.6776695E+00
-7.4650E-03,+2.6977700E+00
-7.4550E-03,+2.7178705E+00
-7.4450E-03,+2.7379710E+00
-7.4350E-03,+2.7580716E+00
-7.4250E-03,+2.7781721E+00
-7.4150E-03,+2.7982726E+00
-7.4050E-03,+2.8183731E+00
-7.3950E-03,+2.8384736E+00
-7.3850E-03,+2.8384736E+00
-7.3750E-03,+2.8585741E+00
-7.3650E-03,+2.8786746E+00
-7.3550E-03,+2.8786746E+00
-7.3450E-03,+2.8786746E+00
-7.3350E-03,+2.8786746E+00
-7.3250E-03,+2.8987751E+00
-7.3150E-03,+2.8987751E+00
-7.3050E-03,+2.8987751E+00
-7.2950E-03,+2.8987751E+00
-7.2850E-03,+2.8987751E+00
-7.2750E-03,+2.8987751E+00
-7.2650E-03,+2.8987751E+00
-7.2550E-03,+2.8786746E+00
-7.2450E-03,+2.8786746E+00
-7.2350E-03,+2.8786746E+00
-7.2250E-03,+2.8585741E+00
-7.2150E-03,+2.8384736E+00
-7.2050E-03,+2.8384736E+00
-7.1950E-03,+2.8183731E+00
-7.1850E-03,+2.7982726E+00
-7.1750E-03,+2.7781721E+00
