x-axis,1,2
second,Volt,Volt
-23.87500E-03,+2.64842977E+00,+12.96482E-03
-23.85000E-03,+2.60822877E+00,+12.96482E-03
-23.82500E-03,+2.60822877E+00,+12.76382E-03
-23.80000E-03,+2.56802776E+00,+12.46231E-03
-23.77500E-03,+2.60822877E+00,+12.46231E-03
-23.75000E-03,+2.64842977E+00,+12.36181E-03
-23.72500E-03,+2.65848002E+00,+11.65829E-03
-23.70000E-03,+2.72883178E+00,+11.65829E-03
-23.67500E-03,+2.84943480E+00,+11.65829E-03
-23.65000E-03,+3.01023882E+00,+11.35678E-03
-23.62500E-03,+3.22129409E+00,+11.25628E-03
-23.60000E-03,+3.52280162E+00,+10.95477E-03
-23.57500E-03,+3.90471117E+00,+10.75377E-03
-23.55000E-03,+4.37707297E+00,+10.85427E-03
-23.52500E-03,+4.93988704E+00,+10.15075E-03
-23.50000E-03,+5.58310311E+00,+10.35176E-03
-23.47500E-03,+6.27657044E+00,+9.94975E-03
-23.45000E-03,+6.97003777E+00,+9.64824E-03
-23.42500E-03,+7.60320359E+00,+9.64824E-03
-23.40000E-03,+8.07556539E+00,+9.24623E-03
-23.37500E-03,+8.36702268E+00,+9.14573E-03
-23.35000E-03,+8.38712318E+00,+8.84422E-03
-23.32500E-03,+8.03536439E+00,+8.54271E-03
-23.30000E-03,+7.34189706E+00,+8.44221E-03
-23.27500E-03,+6.34692220E+00,+8.14070E-03
-23.25000E-03,+5.20119357E+00,+7.73869E-03
-23.22500E-03,+4.03536443E+00,+7.63819E-03
-23.20000E-03,+3.05043982E+00,+7.23618E-03
-23.17500E-03,+2.55797751E+00,+7.43719E-03
-23.15000E-03,+2.65848002E+00,+6.83417E-03
-23.12500E-03,+3.46250012E+00,+6.83417E-03
-23.10000E-03,+4.75898251E+00,+6.33166E-03
-23.07500E-03,+6.29667094E+00,+6.33166E-03
-23.05000E-03,+7.64340459E+00,+6.03015E-03
-23.02500E-03,+8.36702268E+00,+5.92965E-03
-23.00000E-03,+8.14591715E+00,+5.52764E-03
-22.97500E-03,+7.05043978E+00,+5.22613E-03
-22.95000E-03,+5.31174633E+00,+4.92462E-03
-22.92500E-03,+3.59315338E+00,+4.52261E-03
-22.90000E-03,+2.59817852E+00,+4.72362E-03
-22.87500E-03,+2.78913329E+00,+4.12060E-03
-22.85000E-03,+4.19616845E+00,+4.02010E-03
-22.82500E-03,+6.23636943E+00,+3.61809E-03
-22.80000E-03,+7.89466087E+00,+3.21608E-03
-22.77500E-03,+8.38712318E+00,+3.11558E-03
