x-axis,1,2
second,Volt,Volt
-8.8750E-03,+4.0956659E+00,-24.9246E-03
-8.8650E-03,+3.4926509E+00,-24.9246E-03
-8.8550E-03,+3.0906408E+00,-24.9246E-03
-8.8450E-03,+2.7288318E+00,-24.5226E-03
-8.8350E-03,+2.5680278E+00,-24.5226E-03
-8.8250E-03,+2.5278268E+00,-24.9246E-03
-8.8150E-03,+2.7288318E+00,-24.9246E-03
-8.8050E-03,+3.1710428E+00,-24.9246E-03
-8.7950E-03,+3.6534549E+00,-24.5226E-03
-8.7850E-03,+4.3368720E+00,-24.5226E-03
-8.7750E-03,+5.0604900E+00,-24.5226E-03
-8.7650E-03,+5.9047111E+00,-24.5226E-03
-8.7550E-03,+6.6685302E+00,-24.5226E-03
-8.7450E-03,+7.3921483E+00,-24.5226E-03
-8.7350E-03,+7.9147614E+00,-24.1206E-03
-8.7250E-03,+8.2765704E+00,-24.5226E-03
-8.7150E-03,+8.4373744E+00,-24.1206E-03
-8.7050E-03,+8.3167714E+00,-24.1206E-03
-8.6950E-03,+7.9951634E+00,-24.1206E-03
-8.6850E-03,+7.3519473E+00,-23.7186E-03
-8.6750E-03,+6.6685302E+00,-23.3166E-03
-8.6650E-03,+5.7841081E+00,-24.1206E-03
-8.6550E-03,+4.9398870E+00,-24.1206E-03
-8.6450E-03,+4.0152639E+00,-23.3166E-03
-8.6350E-03,+3.3318469E+00,-23.7186E-03
-8.6250E-03,+2.8092338E+00,-24.1206E-03
-8.6150E-03,+2.5680278E+00,-23.7186E-03
-8.6050E-03,+2.5680278E+00,-23.3166E-03
-8.5950E-03,+2.9298368E+00,-23.7186E-03
-8.5850E-03,+3.5328519E+00,-23.7186E-03
-8.5750E-03,+4.4172740E+00,-23.3166E-03
-8.5650E-03,+5.4222991E+00,-22.9146E-03
-8.5550E-03,+6.3469222E+00,-22.5126E-03
-8.5450E-03,+7.2313443E+00,-22.9146E-03
-8.5350E-03,+7.9147614E+00,-22.9146E-03
-8.5250E-03,+8.3971734E+00,-22.5126E-03
-8.5150E-03,+8.3971734E+00,-22.5126E-03
-8.5050E-03,+8.1157664E+00,-22.9146E-03
-8.4950E-03,+7.4725503E+00,-22.5126E-03
-8.4850E-03,+6.6283292E+00,-22.5126E-03
-8.4750E-03,+5.5831031E+00,-22.1106E-03
-8.4650E-03,+4.5780780E+00,-22.1106E-03
-8.4550E-03,+3.6132539E+00,-22.1106E-03
-8.4450E-03,+2.9298368E+00,-21.7085E-03
-8.4350E-03,+2.5680278E+00,-21.7085E-03
